7.549	52.531	19.158	31.026	68.972	97.849	96.302	5.908	66.582	14.399	50.486	41.601	94.814	56.945	39.875	82.507	7.076	81.844	14.669	47.926	48.065	40.969	59.2	89.117	44.037	32.526	22.017	35.385	41.211	96.295	59.715	79.294	10.668	54.239	75.071	53.537	44.501	13.909	12.912	7.599	52.415	71.712	88.231	0.972	30.577	75.858	60.191	91.584	15.255	34.688	32.956	12.957	52.611	85.066	59.686	1.757	12.997	67.692	49.592	58.515	53.208	91.39	29.578	98.681	83.349	6.854	91.809	78.568	26.341	51.811	66.423	61.328	67.542	74.192	94.684	21.799	79.588	87.663	41.987	75.853	73.244	64.748	82.437	59.86	68.931	26.768	7.136	78.899	5.558	46.959	56.834	88.576	3.385	43.387	56.264	74.608	75.858	1.651	32.281	46.78	
41.729	33.868	30.8	69.443	23.218	50.068	8.616	9.419	28.587	90.885	65.29	93.989	8.223	46.293	97.62	36.584	42.151	64.157	4.591	5.865	63.91	34.487	44.258	85.082	50.78	20.541	45.664	92.879	13.606	96.307	8.671	14.215	0.776	41.381	82.518	20.576	90.438	38.912	99.93	42.387	82.566	20.014	57.78	93.325	18.274	98.943	77.571	36.192	47.587	47.324	49.444	23.065	38.857	62.863	61.924	38.62	73.12	98.214	46.292	24.877	94.905	29.052	19.256	68.016	97.347	56.924	90.501	83.501	3.945	62.051	12.731	44.444	71.893	44.044	90.975	59.946	82.631	14.332	35.228	25.088	4.122	33.147	35.888	32.343	6.328	16.006	64.999	55.328	86.449	69.91	57.972	90.166	13.725	57.838	10.216	67.148	34.938	31.628	31.067	25.971	
91.23	17.975	33.392	81.492	84.446	89.999	1.431	93.79	96.933	7.766	71.72	96.23	12.585	65.082	82.348	28.327	8.878	37.08	94.327	66.366	89.759	83.313	65.535	44.084	7.44	24.492	62.457	8.125	77.555	77.471	27.864	58.575	26.538	2.748	83.617	83.566	22.739	91.479	36.924	8.747	33.481	94.885	75.683	47.364	19.129	77.946	83.933	54.775	22.193	61.403	81.991	62.387	34.617	1.319	97.505	90.344	29.59	43.88	3.423	15.725	25.595	84.554	16.817	3.578	9.87	55.421	38.513	91.807	86.05	62.188	27.651	57.753	26.491	93.321	47.575	84.239	3.613	27.702	89.868	85.925	46.592	74.357	81.885	53.012	19.798	88.074	9.795	18.63	47.629	18.067	43.916	58.723	16.721	63.396	36.065	88.775	70.988	28.435	69.651	30.433	
77.554	94.469	82.413	82.888	82.345	49.361	48.993	48.829	92.978	46.242	5.943	32.839	23.532	94.3	25.278	51.302	10.907	20.005	94.395	67.195	65.683	75.475	39.909	90.604	51.747	12.213	40.908	66.335	98.422	83.041	13.138	3.716	36.447	82.846	9.811	90.478	14.849	89.605	76.992	72.564	99.625	21.178	21.949	74.754	77.112	80.474	1.377	83.229	85.014	21.86	13.064	10.459	72.302	35.045	79.364	15.291	45.509	9.204	43.739	56.647	93.468	9.7	62.676	17.948	95.08	72.549	64.436	51.187	5.486	97.624	63.395	54.542	84.8	0.619	64.123	15.426	80.577	65.916	62.899	22.151	0.281	27.742	56.024	71.606	13.213	95.398	94.049	77.868	2.753	29.839	78.997	17.174	49.195	73.502	87.637	28.419	61.082	33.059	18.063	25.119	
88.668	15.626	99.118	64.759	46.965	22.964	72.586	64.483	47.824	15.367	56.635	48.284	90.588	67.141	25.647	60.183	89.075	48.993	96.353	80.298	19.004	89.141	93.099	36.294	54.45	84.568	76.121	11.389	24.493	56.637	55.836	11.912	61.989	71.112	83.479	72.331	35.181	71.684	3.788	43.767	49.9	8.185	79.014	33.173	85.169	75.971	45.152	34.697	78.235	21.287	41.104	22.153	6.454	8.972	59.386	52.151	22.86	93.469	3.03	61.06	89.894	81.861	97.469	25.84	21.485	28.538	98.518	98.712	87.487	55.104	57.947	18.685	56.513	46.253	56.675	49.169	53.231	32.609	92.291	90.21	84.478	34.898	12.383	66.328	44.835	10.32	18.064	96.502	46.836	11.628	23.129	11.545	33.532	42.16	43.426	95.905	21.88	65.972	8.313	95.922	
94.279	11.194	31.491	54.558	2.529	86.888	52.026	3.895	73.593	18.922	58.043	70.941	9.782	98.762	35.344	29.77	57.299	30.582	41.143	63.566	76.58	56.735	89.115	83.847	85.45	39.352	46.124	90.942	61.845	76.758	83.296	49.765	86.687	37.349	94.499	97.962	79.482	0.755	93.819	99.723	29.308	6.311	30.305	7.862	52.076	22.295	13.026	99.2	11.3	65.849	22.383	3.869	24.083	23.156	94.682	57.828	36.619	42.177	6.114	69.709	94.253	96.174	49.57	8.058	49.957	45.179	93.144	83.086	52.075	54.773	32.708	18.249	27.294	66.738	2.585	81.294	27.987	54.553	88.175	71.831	44.47	38.194	92.229	43.092	92.133	77.341	42.588	69.181	71.062	9.832	93.281	55.989	61.427	53.094	63.224	33.845	61.825	40.29	77.134	63.068	
99.684	20.029	21.821	29.759	42.963	8.769	7.691	8.507	20.599	48.391	30.053	21.099	15.496	87.952	57.76	25.923	28.321	78.24	37.722	31.407	22.988	40.507	93.03	38.688	55.398	46.646	9.652	83.628	55.902	27.069	52.15	66.352	82.862	4.684	22.325	27.707	89.851	38.602	76.422	56.316	52.206	49.625	46.263	87.376	80.005	91.011	67.623	84.898	4.039	22.705	5.171	82.781	58.916	44.919	77.478	96.931	3.161	47.871	27.866	10.584	10.048	38.475	57.292	78.032	34.842	11.886	33.992	88.186	14.246	46.108	21.262	78.68	82.064	11.19	19.557	93.699	91.436	1.094	1.98	34.253	18.488	15.908	33.283	58.33	84.809	44.849	1.648	50.16	76.923	26.39	59.814	92.791	59.754	90.816	67.519	46.199	78.044	22.681	50.765	54.399	
14.815	15.861	45.071	79.299	29.146	32.302	69.658	86.492	26.926	17.044	87.446	88.773	27.681	66.744	41.738	86.804	78.197	96.676	24.66	33.232	29.362	2.055	24.699	86.448	36.518	63.542	21.088	13.289	65.576	3.92	41.326	46.137	87.235	63.179	74.773	99.21	19.897	22.619	40.076	1.287	38.181	75.11	37.034	7.633	98.447	8.248	74.61	12.649	45.313	39.913	55.917	96.515	53.878	21.615	18.29	4.1	31.228	4.022	72.0	72.433	47.738	41.172	54.659	94.243	93.824	95.153	20.054	29.389	60.987	91.395	9.922	53.446	27.362	66.232	15.09	63.254	87.435	43.001	18.438	42.977	3.214	70.739	26.305	30.989	69.85	60.376	37.244	17.859	82.537	57.338	67.436	48.801	63.528	96.631	50.621	0.092	58.164	96.685	57.044	48.345	
37.066	61.65	30.724	53.887	47.961	78.325	27.241	35.143	45.115	13.539	45.287	19.544	86.916	40.54	84.378	18.342	32.884	48.857	28.418	87.629	90.243	21.062	50.203	5.951	57.143	92.031	55.506	20.063	84.736	41.527	37.019	84.716	33.513	9.322	88.249	49.803	30.677	63.568	35.335	28.748	44.789	97.767	80.82	15.718	81.521	79.439	17.551	6.065	70.074	24.456	63.188	14.323	53.668	25.047	86.174	77.18	19.486	16.55	42.61	75.007	3.546	28.307	20.084	4.873	84.198	27.43	89.312	90.388	34.3	30.684	97.379	19.299	36.587	29.369	97.36	58.452	79.346	44.831	98.294	7.555	40.253	8.105	36.764	18.094	35.04	36.209	16.726	21.865	54.668	59.726	37.801	84.723	39.752	41.574	33.868	25.512	44.228	15.236	73.596	17.557	
21.589	62.228	32.483	20.66	26.475	43.213	31.959	75.26	62.05	94.924	55.319	27.207	19.244	5.934	92.508	41.551	47.866	88.314	36.187	6.818	71.511	69.364	50.082	27.431	8.297	37.826	57.215	51.254	87.709	92.401	50.47	81.668	60.145	56.872	10.802	79.174	80.26	45.767	29.464	66.186	7.766	87.268	69.776	10.518	10.118	35.927	71.248	77.985	70.316	36.761	94.275	12.627	0.056	34.446	27.158	24.244	33.536	56.549	28.877	37.242	30.49	38.15	60.803	82.25	48.3	96.69	68.477	92.514	52.59	10.506	10.581	0.78	23.227	2.293	96.438	19.177	78.446	79.588	85.598	24.588	83.599	38.37	23.538	65.009	33.06	93.043	36.006	48.64	93.865	56.25	81.202	76.739	77.926	55.428	63.781	33.718	65.987	39.443	47.573	53.527	
40.96	98.323	64.947	40.065	0.898	91.843	9.902	31.169	12.553	58.594	19.27	60.682	35.342	56.165	91.796	91.154	92.508	65.222	68.435	60.934	91.349	75.495	98.827	13.725	97.628	60.063	48.722	56.102	50.622	35.864	61.027	19.084	64.719	2.939	69.188	83.519	1.104	52.712	75.771	65.871	8.774	36.462	51.394	50.936	27.972	89.158	79.585	1.075	21.112	10.962	71.66	67.755	46.351	18.94	2.372	80.497	17.216	94.923	71.895	90.766	97.985	71.942	82.583	3.925	69.066	21.314	29.995	41.037	59.154	25.179	46.85	34.147	81.704	45.205	5.832	73.59	32.091	27.139	82.596	93.954	98.813	13.056	3.861	6.513	17.165	68.371	57.126	60.263	47.074	69.081	18.337	41.133	88.097	36.213	61.737	99.51	54.064	49.057	52.181	29.911	
17.479	16.544	84.338	13.448	99.454	36.992	25.497	73.678	24.857	30.456	39.114	89.49	84.291	85.029	14.753	54.873	44.637	18.733	6.743	74.742	28.106	21.969	88.664	38.406	36.096	12.034	63.678	17.867	28.635	0.833	31.757	96.802	82.754	49.659	4.016	47.912	43.907	60.813	71.666	41.254	53.362	34.802	82.466	84.248	81.465	4.042	51.156	65.232	21.802	39.173	31.932	96.762	4.484	12.546	10.895	32.291	68.124	94.881	34.229	60.434	89.569	55.778	73.989	64.708	8.027	36.471	47.444	73.455	95.968	64.13	48.299	14.607	23.013	81.003	18.457	33.005	30.996	68.807	87.552	24.186	88.507	59.068	34.148	87.855	21.41	33.449	77.26	6.719	22.197	34.624	89.788	11.914	25.526	27.906	36.471	4.943	99.853	76.548	78.145	67.876	
45.82	19.549	51.357	8.491	10.906	69.798	27.813	55.099	26.794	82.494	81.662	37.007	51.045	79.065	44.283	60.858	47.863	50.16	6.026	20.572	74.088	2.818	32.268	59.116	46.041	61.522	97.189	34.102	50.417	80.622	2.802	25.95	28.178	76.468	43.111	67.345	4.212	41.626	93.622	65.776	57.519	60.642	55.004	37.111	26.777	7.111	56.359	67.51	24.356	65.164	28.303	73.4	88.208	84.985	89.044	34.808	35.527	51.627	47.587	36.043	94.668	19.119	17.449	59.526	82.542	37.748	51.469	43.513	63.55	81.415	53.776	32.535	73.089	64.069	98.466	20.536	13.77	19.496	86.217	11.046	35.69	7.109	99.871	96.149	93.479	97.902	77.886	86.562	32.279	89.334	10.635	8.852	92.444	95.696	78.659	22.627	38.452	61.364	94.282	0.473	
11.368	48.362	78.414	56.483	76.178	56.785	2.865	5.411	85.417	46.879	55.211	83.8	8.709	44.966	37.986	66.882	84.22	31.883	96.909	70.602	32.478	32.274	83.894	36.819	35.603	45.778	99.738	61.546	25.742	87.072	28.67	41.052	45.322	30.72	72.359	78.674	38.724	88.895	14.522	16.429	10.072	85.332	98.9	29.798	35.048	27.189	83.206	51.499	46.021	18.066	39.508	70.652	19.197	0.008	7.583	87.409	80.151	60.089	71.918	89.944	9.791	88.067	25.329	60.655	76.656	25.584	2.564	11.462	43.434	4.519	15.82	94.323	95.675	32.367	0.733	32.36	18.895	45.876	86.199	69.462	6.622	20.7	34.302	41.782	16.399	94.438	57.644	33.237	3.371	33.19	10.545	88.947	51.781	47.639	67.856	25.483	93.578	43.675	50.551	94.847	
50.282	74.693	30.779	30.332	59.385	47.978	50.75	26.694	49.74	25.93	19.567	84.52	11.794	54.425	10.076	79.259	67.948	45.215	63.811	99.039	85.953	37.014	26.27	32.245	93.949	60.841	77.06	75.76	49.641	39.126	89.852	77.824	88.021	55.285	55.615	25.682	22.205	40.671	29.265	37.495	0.13	39.215	14.655	20.427	26.218	26.563	85.721	12.392	41.61	80.15	52.676	33.645	19.121	19.402	21.245	36.188	69.841	61.142	60.279	53.952	77.123	64.266	88.452	24.728	70.68	69.902	14.308	76.05	28.614	78.503	15.563	41.543	48.422	43.722	23.374	1.666	59.362	4.398	85.177	23.381	58.055	20.624	15.752	6.952	36.764	27.634	10.31	34.886	39.565	72.093	85.698	57.992	25.403	49.409	36.23	46.584	39.07	17.802	39.173	81.045	
91.191	25.114	21.588	55.302	26.539	47.724	5.013	19.174	16.362	7.464	77.371	91.162	44.862	2.001	2.544	31.895	72.564	56.97	67.187	80.303	50.046	83.98	81.666	19.501	24.341	7.631	97.4	57.454	27.292	6.805	76.421	78.675	60.252	0.764	50.637	47.512	92.723	98.94	38.058	21.062	73.898	24.832	41.164	60.259	15.525	19.032	38.612	11.423	42.123	24.179	95.668	67.359	20.281	55.493	61.009	7.011	72.659	64.565	87.952	55.785	54.235	11.2	16.728	4.819	18.471	68.37	81.048	76.796	29.287	98.693	57.007	28.341	81.075	57.389	55.286	34.628	73.456	96.272	68.638	10.468	50.095	66.082	25.813	84.025	51.589	40.379	70.351	54.189	51.316	13.178	78.094	30.754	40.081	54.657	50.801	77.707	0.512	44.536	74.896	54.247	
65.373	41.069	14.186	75.639	85.304	85.131	13.283	96.507	40.987	83.484	24.497	52.92	22.314	63.077	35.134	86.42	62.87	39.105	64.425	13.058	61.891	93.561	19.694	93.621	47.813	18.137	49.944	7.382	37.661	35.591	11.68	31.036	24.701	77.081	66.567	76.93	83.175	59.441	63.455	50.261	13.374	76.055	18.314	43.599	62.921	87.684	94.79	98.912	50.856	75.519	5.396	32.221	89.958	97.714	98.72	34.071	49.715	72.803	71.625	30.183	27.448	98.628	47.017	11.0	98.326	3.826	87.583	16.251	96.342	20.379	73.799	91.235	37.805	60.401	60.54	15.227	36.496	78.075	40.779	39.21	75.364	98.507	87.169	60.083	93.469	99.328	12.682	1.565	18.876	37.928	90.042	68.21	28.283	27.532	96.333	88.248	42.393	78.647	3.945	63.429	
